"Year","Season","Stratum","Dist_Mean","Dist_Med","Dist_Q5","Dist_Q95"
2018,"Spring","HaliChan",946.41969511177,928.888827702166,848.81190567336,1065.56033457019
2018,"Spring","Nantucket",215.616081610158,210.885933421205,321.554130128026,149.872158942282
2018,"Spring","Sable",474.201176579729,469.27950115522,346.444759725941,594.730614274531
2018,"Summer","BOF",52.5785461325629,39.2482568612834,19.1710480059591,136.380101727861
2018,"Summer","Browns",162.52148122193,168.030873924223,59.6559868790979,241.211869747353
2018,"Summer","CapeBreton",622.882415159025,610.536391198152,546.018271696686,709.002882971727
2018,"Summer","CapeCod",181.656018910001,186.70752854484,260.693619985022,137.871642030477
2018,"Summer","EGOM",72.4603610123314,77.3316203057682,122.118081867815,17.1672012145453
2018,"Summer","GBTail",1341.78267880897,1351.48467475793,1198.82595390185,1449.85633592763
2018,"Summer","Georges",27.7154962150931,42.3500034415901,90.0159049796027,99.0996149973767
2018,"Summer","GrandBanks",1133.78497053717,1140.09477399789,1025.6665909262,1230.2299664219
2018,"Summer","Gully",658.753207524519,672.197264798272,520.80523761293,804.128602258053
2018,"Summer","HaliChan",940.066188279718,942.626900587633,847.835365682098,1041.22115274793
2018,"Summer","Nantucket",215.286414276939,214.774902821614,315.289505185075,150.452371356872
2018,"Summer","Sable",478.774991469565,480.19894037537,356.890853845779,594.833347313143
2019,"Fall","BOF",56.426146666127,57.709782261029,22.5884205297106,134.214968609571
2019,"Fall","Browns",152.237137164992,148.434716196281,47.7906442644834,237.423544203808
2019,"Fall","CapeBreton",622.742762977242,610.536391198152,546.143676878988,708.912352786576
2019,"Fall","CapeCod",179.403595619415,186.583584399921,260.651680957675,135.561503969386
2019,"Fall","EGOM",71.1528428331373,78.3415267640854,122.618311518302,16.9009071274769
2019,"Fall","GBTail",1340.70685518635,1351.20478226351,1198.77914841775,1441.48965270731
2019,"Fall","Georges",33.1692679770998,42.3500034415901,85.8012354641632,99.3420936436544
2019,"Fall","GrandBanks",1127.2411013282,1126.36995152388,1007.26303275498,1231.91724601207
2019,"Fall","Gully",661.501897271413,672.197264798272,520.917442106674,804.22719927661
2019,"Fall","HaliChan",953.546063625781,949.308137146122,858.984366911347,1070.18039200299
2019,"Fall","Nantucket",206.092201041785,201.921503431024,303.050153774309,150.549505503297
2019,"Fall","Sable",478.104521873058,480.19894037537,348.348724667937,594.812467220775
2019,"Spring","BOF",51.3759233189902,56.8216804457573,20.7312759988562,101.800320102461
2019,"Spring","Browns",163.233148329359,170.359766793347,49.0018571994947,242.804555047612
2019,"Spring","CapeBreton",620.439771382199,609.810769274042,546.54864273023,708.680369200279
2019,"Spring","CapeCod",180.384558652942,186.70752854484,260.834367435818,132.602479821532
2019,"Spring","EGOM",73.7948324579114,77.3316203057682,121.941451007995,17.6125157365115
2019,"Spring","GBTail",1338.06623022343,1352.51873103474,1198.16982559053,1445.29971184089
